,TITLE,IMAGE_URL,product_type_code,PRODUCT_FOCUS,set,id
1354,트위드니트 진주단추가디건 샤넬 배색니트가디건,http://res.faikerz.com/Files/TextWatch/146/2021/0314/1c34d1802d304ebdb2b87f68ccce3188.jpg,1.0,,train,1c34d1802d304ebdb2b87f68ccce3188
1355,숏 30색 퀼팅 체인백 도호쿠 재경 뚱보 진피질 18191059S2784796648,http://res.faikerz.com/Files/TextWatch/204/2021/1110/cbb19d78f64d4c838e95d01d0ae87c5a.jpg,2.0,,train,cbb19d78f64d4c838e95d01d0ae87c5a
1356,소홍서 인싸템 같은스타일 샤오샹 겹 숏 도호쿠 재경 뚱보 WOC 부자가 되다 가방 향 할머니 체인백 핑크  라이트 엘로우,http://res.faikerz.com/Files/TextWatch/204/2021/1110/7b58b38c4afb47428a5b54cc786dd8e5.jpg,2.0,,train,7b58b38c4afb47428a5b54cc786dd8e5
1357,스윗 도호쿠 재경 뚱보 트림피 퀼팅 체인 쁘띠가방  블랙,http://res.faikerz.com/Files/TextWatch/204/2021/1113/5ba4a0aeb57a4ca69c05256b0c09cfcd.jpg,2.0,,train,5ba4a0aeb57a4ca69c05256b0c09cfcd
1358,소홍서 인싸템 같은스타일 샤오샹 겹 숏 도호쿠 재경 뚱보 WOC 부자가 되다 가방 향 할머니 체인백 핑크  분홍색,http://res.faikerz.com/Files/TextWatch/204/2021/1112/38de8e492a1e437491c20ed159b20539.jpg,2.0,,train,38de8e492a1e437491c20ed159b20539
1359,바오백 스윗 트렌드 리얼가죽 도호쿠 재경 뚱보 1031253N2102758191,http://res.faikerz.com/Files/TextWatch/204/2021/1107/16bdc71c06954576b8b7407e53f13d10.jpg,2.0,,train,16bdc71c06954576b8b7407e53f13d10
1360, 클래식 트위드 발레리나 플랫 슈즈 블랙,http://res.faikerz.com/Files/TextWatch/204/2021/1028/41cec4994e0c4036b7ed53e59dc8ba7a.jpg,3.0,,train,41cec4994e0c4036b7ed53e59dc8ba7a
1361, coco 카프스킨 골드톤 메탈 벨트 AA6858,http://res.faikerz.com/Files/TextWatch/204/2021/1028/7ca893cdb3ad4739861fab293b130d71.jpg,1.0,,train,7ca893cdb3ad4739861fab293b130d71
1362, 캐시미어 이니셜 비니 (2컬러) AA7301,http://res.faikerz.com/Files/TextWatch/204/2021/1028/d708478df9694828ba59ad2c854f035f.jpg,1.0,,train,d708478df9694828ba59ad2c854f035f
1363, 미니 플랩 백 A69900 B05887 94305,http://res.faikerz.com/Files/TextWatch/204/2021/1028/b6934f8225f64cb4a6a195acecbbf98a.jpg,2.0,5.0,train,b6934f8225f64cb4a6a195acecbbf98a
1364, 펄 디테일 로고 니트 풀오버 P65189,http://res.faikerz.com/Files/TextWatch/204/2021/1028/83e53315633e4cdb964248f8d3539d41.jpg,1.0,,train,83e53315633e4cdb964248f8d3539d41
1365, coco 양털 방한 부츠 G36265,http://res.faikerz.com/Files/TextWatch/204/2021/1028/c774e1fd52db420089386d42f47fccc9.jpg,3.0,,train,c774e1fd52db420089386d42f47fccc9
1366, 보이캐비어 짚 월렛 A80566 (여러컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1028/48a5b01e29ef4fb487306fb975dca73a.jpg,2.0,2.0,train,48a5b01e29ef4fb487306fb975dca73a
1367, coco 로고 체인 스트랩 코크 플랫폼 샌들,http://res.faikerz.com/Files/TextWatch/204/2021/1028/0dc2b6cff60b421198818a2c5b1a0d7d.jpg,3.0,,train,0dc2b6cff60b421198818a2c5b1a0d7d
1368, 투톤 플랫 슬링백 (2컬러) G31319,http://res.faikerz.com/Files/TextWatch/204/2021/1028/36a212eb19224ea1a8300791a8576f18.jpg,3.0,,train,36a212eb19224ea1a8300791a8576f18
1369, 레이스업 다이아몬드 스니커즈 (2컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1028/e9ee303416c7463399935f30172e9e9c.jpg,3.0,,train,e9ee303416c7463399935f30172e9e9c
1370, coco 로고 스트랩 샌들 (3컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1028/a183689441f841ea97d930b95ddc8477.jpg,3.0,,train,a183689441f841ea97d930b95ddc8477
1371, coco 투톤 스웨이드 앵클 부츠 G36749,http://res.faikerz.com/Files/TextWatch/204/2021/1028/1d5e48c669b74b5fa5294a9a64e19066.jpg,3.0,,train,1d5e48c669b74b5fa5294a9a64e19066
1372, coco 드롭 체인 퀼팅 뮬 (3컬러) G37314,http://res.faikerz.com/Files/TextWatch/204/2021/1028/ba48a90dfaca4566b494712f7537b3db.jpg,3.0,,train,ba48a90dfaca4566b494712f7537b3db
1373, 백 프린트 실크 스퀘어 스카프 AA7249,http://res.faikerz.com/Files/TextWatch/204/2021/1028/66a9fb5e040b472abf621ed76e7d3314.jpg,1.0,,train,66a9fb5e040b472abf621ed76e7d3314
1374, coco 비즈 로고 뮬 샌들 G34681,http://res.faikerz.com/Files/TextWatch/204/2021/1028/966ae22487e34e39a5123bd806c87809.jpg,3.0,,train,966ae22487e34e39a5123bd806c87809
1375, 믹스드파이버 썸머 스니커즈 (3컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1028/45665a8852154e1d9bfd22ac5e6bed23.jpg,3.0,,train,45665a8852154e1d9bfd22ac5e6bed23
1376, coco 드롭 체인 샌달 (2컬러) G37140,http://res.faikerz.com/Files/TextWatch/204/2021/1028/4b0f2e57d70744bf88aefdbcd0c4d8db.jpg,3.0,,train,4b0f2e57d70744bf88aefdbcd0c4d8db
1377, coco 코드뮬 슬리퍼 G36923,http://res.faikerz.com/Files/TextWatch/204/2021/1028/87bf1a1bcfe94b98a8cccdfd9b6394dd.jpg,3.0,,train,87bf1a1bcfe94b98a8cccdfd9b6394dd
1378, coco 로고 에스파드류 뮬 G33553,http://res.faikerz.com/Files/TextWatch/204/2021/1028/567541984fba41faad4964a89a12b2ad.jpg,3.0,,train,567541984fba41faad4964a89a12b2ad
1379, coco로고 레더 에스파듀 신발,http://res.faikerz.com/Files/TextWatch/204/2021/1028/58acfe45473d4b8cb7a33f1cf3b242c1.jpg,3.0,,train,58acfe45473d4b8cb7a33f1cf3b242c1
1380, 투톤 메탈릭 레더 슬링백 6.5cm (2컬러) G31318,http://res.faikerz.com/Files/TextWatch/204/2021/1028/bc7383b2f4de40e2a6ab26c40f53a86c.jpg,3.0,,train,bc7383b2f4de40e2a6ab26c40f53a86c
1381, 클래식 미니 파우치 (여러컬러) A82365,http://res.faikerz.com/Files/TextWatch/204/2021/1028/7912d70beba74dd2b6fca826ea431b4a.jpg,2.0,5.0,train,7912d70beba74dd2b6fca826ea431b4a
1382, 2.55 월렛 온 체인 크로스백 (2칼러) A70328,http://res.faikerz.com/Files/TextWatch/204/2021/1028/f282477bf1b34038bdc0d57076554791.jpg,2.0,1.0,train,f282477bf1b34038bdc0d57076554791
1383, coco로고힐 레더 펌프스,http://res.faikerz.com/Files/TextWatch/204/2021/1028/3bb1b5f005a64024b353b8b0e99bc310.jpg,3.0,,train,3bb1b5f005a64024b353b8b0e99bc310
1384, coco 로고 체인 앵클 힐,http://res.faikerz.com/Files/TextWatch/204/2021/1028/9737dad741524248ab2009d98a86faea.jpg,3.0,,train,9737dad741524248ab2009d98a86faea
1385, 펄 드롭 디아망떼 이어링 실버 A36138,http://res.faikerz.com/Files/TextWatch/204/2021/1028/5ab5edff7e83400b9d6e838325c1f369.jpg,4.0,,train,5ab5edff7e83400b9d6e838325c1f369
1386, coco 핸들 캐비어 스몰 플랩백 (2컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1028/ade7c66f917b417f99e930392d32e3cf.jpg,2.0,6.0,train,ade7c66f917b417f99e930392d32e3cf
1387, coco 로고 레이스업 캡토 로퍼,http://res.faikerz.com/Files/TextWatch/204/2021/1028/1d0d31ffb8684fb6a4e694414c1e065f.jpg,3.0,,train,1d0d31ffb8684fb6a4e694414c1e065f
1388, coco 드롭 체인 퀼팅 로퍼 (3컬러) G37312,http://res.faikerz.com/Files/TextWatch/204/2021/1028/4da1b5e0603140b1914f4980fa9b3e98.jpg,3.0,,train,4da1b5e0603140b1914f4980fa9b3e98
1389, coco 로고 트위드 에스파듀 슬라이드 샌들 뮬,http://res.faikerz.com/Files/TextWatch/204/2021/1028/75ac43f339ba4be9aaf2d7c305504323.jpg,3.0,,train,75ac43f339ba4be9aaf2d7c305504323
1390, 보이 캐비어 스몰 플랩 지갑 레드 A80734,http://res.faikerz.com/Files/TextWatch/204/2021/1028/6a4133f3fd4541839bd59a309d1ff5e8.jpg,2.0,2.0,train,6a4133f3fd4541839bd59a309d1ff5e8
1391, 클래식 라운드 미니백 AS1898,http://res.faikerz.com/Files/TextWatch/204/2021/1028/aeda8fe62c7043fa8dab4279470a2671.jpg,2.0,5.0,train,aeda8fe62c7043fa8dab4279470a2671
1392, 클래식 램스킨 반지갑 블랙 AP0231Y01295,http://res.faikerz.com/Files/TextWatch/204/2021/1028/8f0461581bce45ada9637913e751f242.jpg,4.0,,train,8f0461581bce45ada9637913e751f242
1393, 스퀘어 coco 로고 이어링,http://res.faikerz.com/Files/TextWatch/204/2021/1028/95adb6b923774f5483fd193b9efb5d0e.jpg,4.0,,train,95adb6b923774f5483fd193b9efb5d0e
1394, 메탈coco 로고 투톤 펌프스,http://res.faikerz.com/Files/TextWatch/204/2021/1028/93be8dedd1304d5088ef31f3b8e52acf.jpg,3.0,,train,93be8dedd1304d5088ef31f3b8e52acf
1395, 에스파듀 슬리퍼 (2컬러) G33553,http://res.faikerz.com/Files/TextWatch/204/2021/1028/75cbdc648e354b93a5e96859e6763c8f.jpg,3.0,,train,75cbdc648e354b93a5e96859e6763c8f
1396, coco 로고 퀼팅 로퍼 G36436,http://res.faikerz.com/Files/TextWatch/204/2021/1028/244dc1f6884a4e15a6700b8639dae8e1.jpg,3.0,,train,244dc1f6884a4e15a6700b8639dae8e1
1397, 크리스탈 체인 coco 샌들 G36881,http://res.faikerz.com/Files/TextWatch/204/2021/1028/bd954016646d4ebfafffa50ed2265565.jpg,3.0,,train,bd954016646d4ebfafffa50ed2265565
1398, 펄 디아망떼 coco 로고 이어링 AB3633 (2컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1028/bcca0ca69d1d484e85a8608d9ee221e9.jpg,4.0,,train,bcca0ca69d1d484e85a8608d9ee221e9
1399, 펄 크리스탈 coco 로고 벨트 AA7320,http://res.faikerz.com/Files/TextWatch/204/2021/1028/7da810c5f87c4eee9c3998b4ec3189ed.jpg,1.0,,train,7da810c5f87c4eee9c3998b4ec3189ed
1400, coco 로고 캐시미어 실크 머플러 (3컬러) AA7258,http://res.faikerz.com/Files/TextWatch/204/2021/1028/27789a00e85b41d0b809527ead017327.jpg,1.0,,train,27789a00e85b41d0b809527ead017327
1401, 체인 스몰 보이백 A67085,http://res.faikerz.com/Files/TextWatch/204/2021/1028/a787c10b60624d3695ac6fd4eba9ef09.jpg,2.0,2.0,train,a787c10b60624d3695ac6fd4eba9ef09
1402, coco 로고 T 플랫 샌들 (2칼러),http://res.faikerz.com/Files/TextWatch/204/2021/1028/02d2b9b0df6c402cbef2592e80c27e5a.jpg,3.0,,train,02d2b9b0df6c402cbef2592e80c27e5a
1403, 라미네이티드 레이스업 슈즈 G37238,http://res.faikerz.com/Files/TextWatch/204/2021/1028/c1265f588df9463e96e56b53d0d6306f.jpg,3.0,,train,c1265f588df9463e96e56b53d0d6306f
1404, coco 투톤 발레리나 플랫 슈즈 다크 블루 G02819,http://res.faikerz.com/Files/TextWatch/204/2021/1028/1d08bd30386f479ca2a249a07beaf60d.jpg,3.0,,train,1d08bd30386f479ca2a249a07beaf60d
1405, 탑 핸들 스카프 백 화이트,http://res.faikerz.com/Files/TextWatch/204/2021/1028/47f4a20642254e9bbf8ff10fdd6c54c9.jpg,1.0,,train,47f4a20642254e9bbf8ff10fdd6c54c9
1406, 체인 디테일 힐 로퍼 G35067 X53055,http://res.faikerz.com/Files/TextWatch/204/2021/1028/6cf60a8c4cf84eafb8d3a610c04cd1b6.jpg,3.0,,train,6cf60a8c4cf84eafb8d3a610c04cd1b6
1407, coco 로고 발레리나 플랫 슈즈 (3컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1028/072c0ee0e5ae4986839e28ab2a5479d1.jpg,3.0,,train,072c0ee0e5ae4986839e28ab2a5479d1
1408, J12,http://res.faikerz.com/Files/TextWatch/204/2021/1028/6b59c94a76bb45eeaee88c5e4e6927ac.jpg,5.0,1.0,train,6b59c94a76bb45eeaee88c5e4e6927ac
1409, 클래식 뉴미니,http://res.faikerz.com/Files/TextWatch/204/2021/1028/f0f877044aad4e68aca44326e35a6047.jpg,2.0,5.0,train,f0f877044aad4e68aca44326e35a6047
1410, 클래식 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1028/b346b6e0bf1a4b02947da77ba733eeed.jpg,2.0,5.0,train,b346b6e0bf1a4b02947da77ba733eeed
1411, 스카프,http://res.faikerz.com/Files/TextWatch/204/2021/1028/6d888122694f45c9b5543ac0d8926983.jpg,1.0,,train,6d888122694f45c9b5543ac0d8926983
1412, 클래식 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1028/15a26358d5f2474da5f4dba7b02e60eb.jpg,2.0,5.0,train,15a26358d5f2474da5f4dba7b02e60eb
1413, coco 핸들 미니,http://res.faikerz.com/Files/TextWatch/204/2021/1028/3b127b3f345c4ee4bf26dca3d32715ba.jpg,2.0,6.0,train,3b127b3f345c4ee4bf26dca3d32715ba
1414, 보이백 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1028/354d8789a92442dcbfac6831be0f2a35.jpg,2.0,2.0,train,354d8789a92442dcbfac6831be0f2a35
1415, 클래식 카드홀더,http://res.faikerz.com/Files/TextWatch/204/2021/1028/02e5fdfcef7d4a2fafa37de3c207f594.jpg,2.0,5.0,train,02e5fdfcef7d4a2fafa37de3c207f594
1416,아트박스 아트박스/디작소 실반지 레이어드 커플링 92.5실버/16K도금 애끼샤샤,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e6db489144bf43968d7cd80b06e80a6b.jpg,4.0,,train,e6db489144bf43968d7cd80b06e80a6b
1417,아트박스 아트박스/디작소 실반지 레이어드 커플링 92.5실버/16K도금 애끼샤샤,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e84cee9ae8d34998bb9961bb0d7d54e3.jpg,4.0,,train,e84cee9ae8d34998bb9961bb0d7d54e3
1418,14k 18k 볼륨 샤샤 큐빅 꼬임반지 포인트 레이어드 여자친구선물 가드링 핑크골드 선물,http://res.faikerz.com/Files/TextWatch/204/2021/1024/2e4d0871f0f0457cafa2f43a4ac175f4.jpg,4.0,,train,2e4d0871f0f0457cafa2f43a4ac175f4
1419,샤샤꼬임큐빅반지(오픈반지),http://res.faikerz.com/Files/TextWatch/204/2021/1024/3dda9b6d0f094f4d94d844367aed5e9d.jpg,4.0,,train,3dda9b6d0f094f4d94d844367aed5e9d
1420,꼬임 반지 샤샤 은반지 실버 925,http://res.faikerz.com/Files/TextWatch/204/2021/1024/cbf0c415c1784d34b9f8365c4a6676e4.jpg,4.0,,train,cbf0c415c1784d34b9f8365c4a6676e4
1421,실버 925 은 순은 명품 꼬임 샤샤 오른손 왼손 검지 중지 손가락 마디 로즈골드 핑크골드 데일리 애끼 반지,http://res.faikerz.com/Files/TextWatch/204/2021/1027/2e1972cc48024766ad55c5cedd34a068.jpg,4.0,,train,2e1972cc48024766ad55c5cedd34a068
1422,7개 레이어드 샤샤포인트 꼬임 반지,http://res.faikerz.com/Files/TextWatch/204/2021/1024/a4c5dc7827bd4db09bc5479178f1516f.jpg,4.0,,train,a4c5dc7827bd4db09bc5479178f1516f
1423,(LM01)C H A N E L J11991 ETERNAL N°5 넥클레스,http://res.faikerz.com/Files/TextWatch/204/2021/1113/51e18a33a40343458c0b852e04baac71.jpg,4.0,,train,51e18a33a40343458c0b852e04baac71
1424, COCO 로고 투톤 미들 펌프스 (2컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1106/f4aa0bc6347249b5b76cc513534740dc.jpg,3.0,,train,f4aa0bc6347249b5b76cc513534740dc
1425, 클래식 지퍼 카드 동전 지갑 캐비어 은장,http://res.faikerz.com/Files/TextWatch/204/2021/1106/e03d953a67cf4a8a9147c3eba4c997f7.jpg,2.0,5.0,train,e03d953a67cf4a8a9147c3eba4c997f7
1426, coco 로고 퀼팅 레더 뮬 에스파듀 슬리퍼,http://res.faikerz.com/Files/TextWatch/204/2021/1106/7bae2a3caeb940678a01713ac1698128.jpg,3.0,,train,7bae2a3caeb940678a01713ac1698128
1427, 가브리엘 스몰 호보백 A91810 Y61477 C0200,http://res.faikerz.com/Files/TextWatch/204/2021/1106/80742635d2af459fb52c13e5f3387699.jpg,2.0,3.0,train,80742635d2af459fb52c13e5f3387699
1428, 보이 캐비어 스몰 플랩 지갑 (2컬러) AP0814,http://res.faikerz.com/Files/TextWatch/204/2021/1106/09c5c81dd65e44969aee32cfd4f3fc99.jpg,2.0,2.0,train,09c5c81dd65e44969aee32cfd4f3fc99
1429, 골드포인트 레더 앵클 부츠 G36082,http://res.faikerz.com/Files/TextWatch/204/2021/1106/ab8b8110457c4db4b108d2da4c6e02b7.jpg,3.0,,train,ab8b8110457c4db4b108d2da4c6e02b7
1430, 펄 체인 네크리스 AB4889,http://res.faikerz.com/Files/TextWatch/204/2021/1106/49dab5ee0a49455a962513a0d584c498.jpg,4.0,,train,49dab5ee0a49455a962513a0d584c498
1431, coco 매쉬 앵클 부츠 (블랙),http://res.faikerz.com/Files/TextWatch/204/2021/1106/fd2827ff3f0340bf9987184fe7c01df7.jpg,3.0,,train,fd2827ff3f0340bf9987184fe7c01df7
1432, 진주 멀티스트랩 샌들 (3칼러),http://res.faikerz.com/Files/TextWatch/204/2021/1106/0ec1806f5c3b444e8e8eee59034019b7.jpg,3.0,,train,0ec1806f5c3b444e8e8eee59034019b7
1433, coco 로고 T 스트랩 샌들,http://res.faikerz.com/Files/TextWatch/204/2021/1106/4222488b7fb0417aa6dc182e7a7e5142.jpg,3.0,,train,4222488b7fb0417aa6dc182e7a7e5142
1434, 펄 포인트 투톤 슬링백 6.5cm,http://res.faikerz.com/Files/TextWatch/204/2021/1106/222bc6b67740457fb44146b8cf47493a.jpg,3.0,,train,222bc6b67740457fb44146b8cf47493a
1435, 스트릿 스타일 로고 울 머플러 AA0823,http://res.faikerz.com/Files/TextWatch/204/2021/1106/2cec4c91493a482f915adb66eaa342c3.jpg,1.0,,train,2cec4c91493a482f915adb66eaa342c3
1436, coco 로고 매쉬 플랫 슈즈,http://res.faikerz.com/Files/TextWatch/204/2021/1106/b6c53ac8284143c3828020126df6c304.jpg,3.0,,train,b6c53ac8284143c3828020126df6c304
1437, 클래식 트위드 발레리나 플랫 슈즈 G36490 Y54290,http://res.faikerz.com/Files/TextWatch/204/2021/1107/c753b9b90a1149afbe27c5423d787fa5.jpg,3.0,,train,c753b9b90a1149afbe27c5423d787fa5
1438, 펄 드롭 크리스탈 이어링 골드 A86506,http://res.faikerz.com/Files/TextWatch/204/2021/1106/d1e00b0290554477bae392f7cd249745.jpg,4.0,,train,d1e00b0290554477bae392f7cd249745
1439, 레터링 램스킨 슬리퍼 (2컬러) G36557,http://res.faikerz.com/Files/TextWatch/204/2021/1107/c0d4872ea93c4f1eb68e900c666d7a94.jpg,3.0,,train,c0d4872ea93c4f1eb68e900c666d7a94
1440, coco 로고 모카신 로퍼 G36113,http://res.faikerz.com/Files/TextWatch/204/2021/1107/7e44d466ddcd4d4da497c228546ba4b0.jpg,3.0,,train,7e44d466ddcd4d4da497c228546ba4b0
1441, 진주 펄 스트랩 샌들,http://res.faikerz.com/Files/TextWatch/204/2021/1106/9adab9157ac3441680e1b626080d98c0.jpg,3.0,,train,9adab9157ac3441680e1b626080d98c0
1442, 벨벳 미니 핸들 플랩백 AS2215,http://res.faikerz.com/Files/TextWatch/204/2021/1106/1e997e5f8dcb4ec49c817c6edc79df17.jpg,2.0,6.0,train,1e997e5f8dcb4ec49c817c6edc79df17
1443, coco 체인 뮬 (여러컬러) G37175,http://res.faikerz.com/Files/TextWatch/204/2021/1106/cf55174dbfed4a7985edd0f99158a202.jpg,3.0,,train,cf55174dbfed4a7985edd0f99158a202
1444, 보이 지퍼 카드 지갑 램스킨 (2컬러) A80602,http://res.faikerz.com/Files/TextWatch/204/2021/1107/6f470dfabce74dbfb779f16fee7bf80c.jpg,2.0,2.0,train,6f470dfabce74dbfb779f16fee7bf80c
1445, 믹스드파이버 블랙 스니커즈,http://res.faikerz.com/Files/TextWatch/204/2021/1106/aa8823041b4d4f209d924f817e532fd8.jpg,3.0,,train,aa8823041b4d4f209d924f817e532fd8
1446, 골드 스타 스트랩 샌들,http://res.faikerz.com/Files/TextWatch/204/2021/1106/919003ade4294639bff04055f595910e.jpg,3.0,,train,919003ade4294639bff04055f595910e
1447, 펄 라운드 힐 G36673,http://res.faikerz.com/Files/TextWatch/204/2021/1107/9582c76fc8d74a3491deb0fad57fc991.jpg,3.0,,train,9582c76fc8d74a3491deb0fad57fc991
1448, coco로고 모카신 로퍼 G36646 (3컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1106/ab931f7beba341c2bcbac8f5b8020228.jpg,3.0,,train,ab931f7beba341c2bcbac8f5b8020228
1449, coco 로고 메리제인 슈즈,http://res.faikerz.com/Files/TextWatch/204/2021/1106/840ee28ff5804b5d8e1917145ecaa3a2.jpg,3.0,,train,840ee28ff5804b5d8e1917145ecaa3a2
1450, 심플 coco 로고 로퍼 (3컬러) G36717,http://res.faikerz.com/Files/TextWatch/204/2021/1106/d483001425d24095ab44439d7725ec78.jpg,3.0,,train,d483001425d24095ab44439d7725ec78
1451, 보이 캐비어 스몰 플랩 지갑 그린 A80734,http://res.faikerz.com/Files/TextWatch/204/2021/1106/eb030ede91ad4c2bb288d12d8d7cebc1.jpg,2.0,2.0,train,eb030ede91ad4c2bb288d12d8d7cebc1
1452, 투톤 레이스업 로퍼,http://res.faikerz.com/Files/TextWatch/204/2021/1106/2420711da6824d178408c037c2edaade.jpg,3.0,,train,2420711da6824d178408c037c2edaade
1453, 펄 앤 블랙 크리스탈 coco 로고 이어링,http://res.faikerz.com/Files/TextWatch/204/2021/1106/975d6e1880de4b8684a516ccc19ce5b0.jpg,4.0,,train,975d6e1880de4b8684a516ccc19ce5b0
1454, coco로고 퀼팅 진주 버튼 부츠,http://res.faikerz.com/Files/TextWatch/204/2021/1107/9a43595069064678be018c68468ce4f6.jpg,3.0,,train,9a43595069064678be018c68468ce4f6
1455, coco 로고 트위드 발레리나 플랫 슈즈 G02819,http://res.faikerz.com/Files/TextWatch/204/2021/1107/2e301f871ec3440a852a7fa57d600e0a.jpg,3.0,,train,2e301f871ec3440a852a7fa57d600e0a
1456, 에스파듀 뮬 퀼팅 체인 coco드롭 샌들,http://res.faikerz.com/Files/TextWatch/204/2021/1107/8d1a3676fda847f5ae80749c3810bb82.jpg,3.0,,train,8d1a3676fda847f5ae80749c3810bb82
1457, coco 골드 로고 앵클 부츠 6.5cm G36307(2컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1106/f8ebdecdbd6e4cc59b7509132d57c21d.jpg,3.0,,train,f8ebdecdbd6e4cc59b7509132d57c21d
1458, 탑 핸들 스카프 백 화이트,http://res.faikerz.com/Files/TextWatch/204/2021/1106/30ba0a714286446c999cc54c4cae3e9d.jpg,1.0,,train,30ba0a714286446c999cc54c4cae3e9d
1459, 클래식 플랩백 A01113 Y04059 NC635,http://res.faikerz.com/Files/TextWatch/204/2021/1106/397d89ce088a469192114b153fb57603.jpg,2.0,5.0,train,397d89ce088a469192114b153fb57603
1460, 클래식 투톤 메탈릭 발레리나 플랫 슈즈 (3컬러) G02819,http://res.faikerz.com/Files/TextWatch/204/2021/1107/ee11fa7ca8d24fcb9528e683af15f85d.jpg,3.0,,train,ee11fa7ca8d24fcb9528e683af15f85d
1461, 보이핸드백 AS0130,http://res.faikerz.com/Files/TextWatch/204/2021/1106/3d29ccd655fa4c719a50ed4b4fea6bc7.jpg,2.0,2.0,train,3d29ccd655fa4c719a50ed4b4fea6bc7
1462, coco 체인 에스파드류 로퍼 (2타입),http://res.faikerz.com/Files/TextWatch/204/2021/1106/b31566e8a6934eeea279be29b90fef15.jpg,3.0,,train,b31566e8a6934eeea279be29b90fef15
1463, 클래식 스몰 플랩 백 A01113Y01480N8415,http://res.faikerz.com/Files/TextWatch/204/2021/1106/1ccf8b608d54406db807787a9d91d8b1.jpg,2.0,5.0,train,1ccf8b608d54406db807787a9d91d8b1
1464, coco 투톤 클래식 발레리나 슈즈,http://res.faikerz.com/Files/TextWatch/204/2021/1106/5ec4772414ee4eaf91b7f78c92426bdb.jpg,3.0,,train,5ec4772414ee4eaf91b7f78c92426bdb
1465, 캐비어 쉐브론 coco핸들 백 (미듐),http://res.faikerz.com/Files/TextWatch/204/2021/1106/20d445f99eb6464fa55149dffa4627b8.jpg,2.0,6.0,train,20d445f99eb6464fa55149dffa4627b8
1466, 클래식 클러치 라지 블랙 캐비어 은장 A82552,http://res.faikerz.com/Files/TextWatch/204/2021/1106/d277f1c028b94da58eab098917f24d04.jpg,2.0,5.0,train,d277f1c028b94da58eab098917f24d04
1467, coco 투톤 램스킨 캔버스 에스파드류 (2컬러),http://res.faikerz.com/Files/TextWatch/204/2021/1106/dda317ef8e8245039d3e840cb82dbc53.jpg,3.0,,train,dda317ef8e8245039d3e840cb82dbc53
1468, 체인 디테일 힐 로퍼 G35067 X53055,http://res.faikerz.com/Files/TextWatch/204/2021/1107/c4d3594964224a889aa25a87c3de583c.jpg,3.0,,train,c4d3594964224a889aa25a87c3de583c
1469, coco 로고 캐시미어 울 비니 AA6882,http://res.faikerz.com/Files/TextWatch/204/2021/1106/25716367438d4bd2917c30a4291789f2.jpg,1.0,,train,25716367438d4bd2917c30a4291789f2
1470,샤넬 팔찌,http://res.faikerz.com/Files/TextWatch/204/2021/1104/27909d60477d4fedb87d38348231ccb0.jpg,4.0,,train,27909d60477d4fedb87d38348231ccb0
1471,샤넬 펌프스,http://res.faikerz.com/Files/TextWatch/204/2021/1104/3da6523562b1455f88a65d152ca5f91a.jpg,3.0,,train,3da6523562b1455f88a65d152ca5f91a
1472,샤넬 숄더백 19백 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/a77903f108534c5caa82bc5048ff55a6.jpg,2.0,7.0,train,a77903f108534c5caa82bc5048ff55a6
1473,샤넬 숄더백 보이백 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/18cbd3bbdfa745ac91eb8be5ab4fbb2b.jpg,2.0,2.0,train,18cbd3bbdfa745ac91eb8be5ab4fbb2b
1474,샤넬 벨크로 샌들,http://res.faikerz.com/Files/TextWatch/204/2021/1104/72392e14efb74b5c9e4c8f4f749ea96f.jpg,3.0,,train,72392e14efb74b5c9e4c8f4f749ea96f
1475,샤넬 클래식 라지,http://res.faikerz.com/Files/TextWatch/204/2021/1104/6a5749af04d441759ffcf18a8abfe577.jpg,2.0,5.0,train,6a5749af04d441759ffcf18a8abfe577
1476,샤넬 클래식 카드홀더,http://res.faikerz.com/Files/TextWatch/204/2021/1104/56e234341e1e46febe3f02a62adfb1b6.jpg,2.0,5.0,train,56e234341e1e46febe3f02a62adfb1b6
1477,샤넬 발레리나 플랫,http://res.faikerz.com/Files/TextWatch/204/2021/1104/d40c3fefd4e3473b88c1dcbbee7494b4.jpg,3.0,,train,d40c3fefd4e3473b88c1dcbbee7494b4
1478,샤넬 토트백 코코 핸들 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/04457cd7ab744c95a663bce936fc4443.jpg,2.0,6.0,train,04457cd7ab744c95a663bce936fc4443
