,img_url
1355,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5301_-000.jpg
1356,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3089_-000.jpg
1357,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3088_-000.jpg
1358,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3087_-000.jpg
1359,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6065_-000.jpg
1360,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3074_-000.jpg
1361,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3072_-000.jpg
1362,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3068_-000.jpg
1363,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2555_-000.jpg
1364,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2548_-000.jpg
1365,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2547_-000.jpg
1366,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2542_-000.jpg
1367,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2541_-000.jpg
1368,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5518_-000.jpg
1369,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5514_-000.jpg
1370,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3062_-000.jpg
1371,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3054_-000.jpg
1372,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3040_-000.jpg
1373,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3039_-000.jpg
1374,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3034_-000.jpg
1375,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-3033_-000.jpg
1376,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6033_-000.jpg
1377,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5300_-000.jpg
1378,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5299_-000.jpg
1379,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5253_-000.jpg
1380,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2144_-000.jpg
1381,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2143_-000.jpg
1382,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2138_-000.jpg
1383,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2136_-000.jpg
1384,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6514_-000.jpg
1385,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6398_-000.jpg
1386,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6394_-000.jpg
1387,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6390_-000.jpg
1388,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6376_-000.jpg
1389,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6374_-000.jpg
1390,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-84038804-post-94813_-000.jpg
1391,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-84038804-post-94812_-000.jpg
1392,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-84038804-post-94789_-000.jpg
1393,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-84038804-post-94787_-000.jpg
1394,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1844_-000.jpg
1395,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1842_-000.jpg
1396,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1748_-000.jpg
1397,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1745_-000.jpg
1398,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6878_-000.jpg
1399,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6830_-000.jpg
1400,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6824_-000.jpg
1401,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6819_-000.jpg
1402,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6818_-000.jpg
1403,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6771_-000.jpg
1404,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6769_-000.jpg
1405,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2793_-000.jpg
1406,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5795_-000.jpg
1407,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5694_-000.jpg
1408,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5681_-000.jpg
1409,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-1497_-000.jpg
1410,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5340_-000.jpg
1411,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5512_-000.jpg
1412,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2404_-000.jpg
1413,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2376_-000.jpg
1414,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5421_-000.jpg
1415,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5420_-000.jpg
1416,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5419_-000.jpg
1417,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2131_-000.jpg
1418,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2130_-000.jpg
1419,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2126_-000.jpg
1420,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2125_-000.jpg
1421,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2124_-000.jpg
1422,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2123_-000.jpg
1423,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2122_-000.jpg
1424,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1367_-000.jpg
1425,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1354_-000.jpg
1426,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1341_-000.jpg
1427,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4546_-000.jpg
1428,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4545_-000.jpg
1429,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4544_-000.jpg
1430,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4543_-000.jpg
1431,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4542_-000.jpg
1432,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4541_-000.jpg
1433,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4540_-000.jpg
1434,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4539_-000.jpg
1435,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4538_-000.jpg
1436,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4537_-000.jpg
1437,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4536_-000.jpg
1438,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4535_-000.jpg
1439,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4534_-000.jpg
1440,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4533_-000.jpg
1441,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4532_-000.jpg
1442,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4531_-000.jpg
1443,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4530_-000.jpg
1444,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4529_-000.jpg
1445,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4528_-000.jpg
1446,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4527_-000.jpg
1447,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4526_-000.jpg
1448,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4525_-000.jpg
1449,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4524_-000.jpg
1450,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4523_-000.jpg
1451,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4522_-000.jpg
1452,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1314_-000.jpg
1453,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4521_-000.jpg
1454,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4520_-000.jpg
1455,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4519_-000.jpg
1456,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4518_-000.jpg
1457,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1308_-000.jpg
1458,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1307_-000.jpg
1459,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2121_-000.jpg
1460,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2120_-000.jpg
1461,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2119_-000.jpg
1462,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2118_-000.jpg
1463,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2090_-000.jpg
1464,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2089_-000.jpg
1465,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2088_-000.jpg
1466,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1722_-000.jpg
1467,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1706_-000.jpg
1468,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1705_-000.jpg
1469,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1693_-000.jpg
1470,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1690_-000.jpg
1471,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4834_-000.jpg
1472,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4818_-000.jpg
1473,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4514_-000.jpg
1474,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1306_-000.jpg
1475,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4507_-000.jpg
1476,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4467_-000.jpg
1477,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4466_-000.jpg
1478,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4465_-000.jpg
1479,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4464_-000.jpg
1480,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4463_-000.jpg
1481,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1245_-000.jpg
1482,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1244_-000.jpg
1483,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1241_-000.jpg
1484,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1229_-000.jpg
1485,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1219_-000.jpg
1486,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4442_-000.jpg
1487,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4804_-000.jpg
1488,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4799_-000.jpg
1489,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1604_-000.jpg
1490,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1588_-000.jpg
1491,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1587_-000.jpg
1492,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4747_-000.jpg
1493,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4738_-000.jpg
1494,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4441_-000.jpg
1495,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4440_-000.jpg
1496,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4439_-000.jpg
1497,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4438_-000.jpg
1498,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4437_-000.jpg
1499,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4392_-000.jpg
1500,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1147_-000.jpg
1501,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4736_-000.jpg
1502,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4733_-000.jpg
1503,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4707_-000.jpg
1504,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4705_-000.jpg
1505,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4682_-000.jpg
1506,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4681_-000.jpg
1507,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4668_-000.jpg
1508,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1471_-000.jpg
1509,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1467_-000.jpg
1510,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4660_-000.jpg
1511,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4659_-000.jpg
1512,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4658_-000.jpg
1513,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1463_-000.jpg
1514,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4389_-000.jpg
1515,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1143_-000.jpg
1516,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1141_-000.jpg
1517,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4385_-000.jpg
1518,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4377_-000.jpg
1519,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4376_-000.jpg
1520,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4369_-000.jpg
1521,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6032_-000.jpg
1522,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6031_-000.jpg
1523,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6019_-000.jpg
1524,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4451_-000.jpg
1525,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4445_-000.jpg
1526,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4444_-000.jpg
1527,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4443_-000.jpg
1528,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1449_-000.jpg
1529,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1447_-000.jpg
1530,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4643_-000.jpg
1531,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1439_-000.jpg
1532,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1436_-000.jpg
1533,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1435_-000.jpg
1534,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4632_-000.jpg
1535,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-1342_-000.jpg
1536,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-1341_-000.jpg
1537,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5200_-000.jpg
1538,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5199_-000.jpg
1539,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-1336_-000.jpg
1540,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5198_-000.jpg
1541,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6366_-000.jpg
1542,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6363_-000.jpg
1543,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-6362_-000.jpg
1544,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5007_-000.jpg
1545,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5001_-000.jpg
1546,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-1133_-000.jpg
1547,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2030_-000.jpg
1548,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2029_-000.jpg
1549,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5137_-000.jpg
1550,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1974_-000.jpg
1551,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5084_-000.jpg
1552,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-5080_-000.jpg
1553,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-1937_-000.jpg
1554,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86620690-post-4355_-000.jpg
1555,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-1594_-000.jpg
1556,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-1580_-000.jpg
1557,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5433_-000.jpg
1558,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-1576_-000.jpg
1559,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5432_-000.jpg
1560,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2317_-000.jpg
1561,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86440116-post-2308_-000.jpg
1562,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4741_-000.jpg
1563,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4725_-000.jpg
1564,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4724_-000.jpg
1565,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-811_-000.jpg
1566,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-791_-000.jpg
1567,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-1335_-000.jpg
1568,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5197_-000.jpg
1569,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5196_-000.jpg
1570,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5194_-000.jpg
1571,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-5190_-000.jpg
1572,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86843083-post-1321_-000.jpg
1573,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4128_-000.jpg
1574,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4127_-000.jpg
1575,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4125_-000.jpg
1576,http://res.faikerz.com/Files/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-86706365-post-4124_-000.jpg
