"TITLE","IMAGE_URL","product_type_code","PRODUCT_FOCUS"
"샤 넬 진주 목걸이 J10202","http://res.faikerz.com/Files/TextWatch/204/2021/1114/685fb7d60ce4466bbcdb61fb711d7c61.jpg","4","NULL"
"샤 넬 클래식 장지갑 AP0241","http://res.faikerz.com/Files/TextWatch/204/2021/1114/7b6d4695831f4f41871b82b24c7c2fc5.jpg","2","5"
"샤 넬 코코 크러쉬 목걸이 J11356","http://res.faikerz.com/Files/TextWatch/204/2021/1114/a78309112c5f4a2da6790dcbaa20fb36.jpg","4","NULL"
"샤 넬 로퍼 G38048","http://res.faikerz.com/Files/TextWatch/204/2021/1114/51be1ca4da2647548b669c7b67f983da.jpg","3","NULL"
"샤 넬 19 WOC AP0957","http://res.faikerz.com/Files/TextWatch/204/2021/1114/dec2f462a5ef4a9a9e1568e6473cc3c6.jpg","2","7"
"샤 넬 슬리퍼 뮬 G37912","http://res.faikerz.com/Files/TextWatch/204/2021/1114/a3bcf4ce83ac474bafb26acdcb70ed86.jpg","3","NULL"
"샤 넬 슬링백 구두 G31318","http://res.faikerz.com/Files/TextWatch/204/2021/1114/410af49dad564db58ef0b89fc681116c.jpg","3","NULL"
"샤 넬 클래식 WOC AP0250","http://res.faikerz.com/Files/TextWatch/204/2021/1114/575eb7af66c445998483f93835d772bb.jpg","2","5"
"샤 넬 코코핸들 미듐 토트백 A92991","http://res.faikerz.com/Files/TextWatch/204/2021/1114/f97343e0485c4fd18f7d26d9b7d1f494.jpg","2","6"
"샤 넬 클래식 라지 숄더백 A58600","http://res.faikerz.com/Files/TextWatch/204/2021/1114/eb66c272957b477bb6fca5bead0c3ddb.jpg","2","5"
" 진주 귀걸이 COCO 로고 메탈 크리스탈 체인 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/f74e5cd2e9de49b59f3e4b0bf6e9ed66.jpg","4","NULL"
" COCO핸들 미듐 캐비어 쉐브론 리자드 버 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/fe9e9d99d260495b8ae3ff2b6ad12206.jpg","2","6"
"진주 귀걸이 COCO 로고 크리스탈 메탈 체인 실버","http://res.faikerz.com/Files/TextWatch/204/2021/1101/7bfe9500794c4c83a50414badae4af5b.jpg","4","NULL"
" 가브리엘 백팩 스몰 화이트 2017","http://res.faikerz.com/Files/TextWatch/204/2021/1031/5b8485876003433b9c6f3319ec02680c.jpg","2","3"
" 19백 플랩백 미듐 화이트 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/9329d08acd204094b8538fcd4d702b46.jpg","2","7"
" 2.55 플랩백 미니 벨벳 금장","http://res.faikerz.com/Files/TextWatch/204/2021/1101/70c83e59279e4887988dfa6ab8deb1cd.jpg","2","1"
"(HF)C H A N E L 보이 플랩 코인지갑 AP2206 B06200 94305","http://res.faikerz.com/Files/TextWatch/204/2021/1101/9cf406742c9f4bf7802b40e9dcaa4a0f.jpg","2","2"
" 귀걸이 COCO 로고 메탈 체인 골드 2019","http://res.faikerz.com/Files/TextWatch/204/2021/1101/8a6c8de8e3644e679b7e3a564098f135.jpg","4","NULL"
"귀걸이 라지 크리스탈 COCO 로고 메탈 체인 골드","http://res.faikerz.com/Files/TextWatch/204/2021/1101/0852e57ac191432aaa547a3469790cb9.jpg","4","NULL"
" 목걸이 로고 체인 골드","http://res.faikerz.com/Files/TextWatch/204/2021/1031/5a884ce28c944403bf93045cf9fd1bdd.jpg","4","NULL"
" 체인 목걸이 로고 크리스탈 골드","http://res.faikerz.com/Files/TextWatch/204/2021/1031/ffed21454aa5487bb75af3e626e73dcc.jpg","4","NULL"
" 귀걸이 COCO 로고 크리스탈 메탈 체인 골드","http://res.faikerz.com/Files/TextWatch/204/2021/1101/41fd8cf1036d4a72bb12a5424869ef92.jpg","4","NULL"
" 가브리엘 백팩 스몰 네이비 24번대","http://res.faikerz.com/Files/TextWatch/204/2021/1101/f8bf44d9cf6b47898c66479ea01aabf0.jpg","2","3"
" COCO핸들 스몰 캐비어 은장 A92990 2017","http://res.faikerz.com/Files/TextWatch/204/2021/1101/72a6268cc00e4d3aaaa5b604a05545ab.jpg","2","6"
" 19백 WOC 지갑 스팽글 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1031/6fee1c94d36245b7be36ad5e2238bed6.jpg","2","7"
" 클래식 어반 백팩 스몰 미듐 퀼팅 램스킨 2019","http://res.faikerz.com/Files/TextWatch/204/2021/1101/e27fb55695cb4c628b139ae7e004bc71.jpg","2","5"
" 귀걸이 COCO 로고 크리스탈 메탈 체인 실버","http://res.faikerz.com/Files/TextWatch/204/2021/1101/83e0a6a4b0134084bd8ff347c7fd0de9.jpg","4","NULL"
" 가브리엘 호보백 스몰 화이트 2019","http://res.faikerz.com/Files/TextWatch/204/2021/1101/1ca9ed59d2ad4688a5f4f043274a0c1c.jpg","2","3"
" 트렌디 COCO WOC 지갑 레드 2019","http://res.faikerz.com/Files/TextWatch/204/2021/1101/37accd583d7a40e2a514ddb18aa5b9d9.jpg","2","8"
" 진주 귀걸이 COCO 로고 메탈 크리스탈 체인 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/f6a46dc27b7a4ad3ab3d34654e651b5a.jpg","4","NULL"
" 목걸이 로고 크리스탈 체인 골드 2018","http://res.faikerz.com/Files/TextWatch/204/2021/1101/de33e4b7399647cfbe8243b8daea0c7e.jpg","4","NULL"
" 빈티지 골드 체인 프리미에르 락 체인 시계","http://res.faikerz.com/Files/TextWatch/204/2021/1101/b7c0ea2b34cc458386be1a166f286a94.jpg","5","2"
" 가브리엘 호보백 미듐 쉐브론 2019","http://res.faikerz.com/Files/TextWatch/204/2021/1101/e7ff8636882d41fdae4da3ca02238c40.jpg","2","3"
" 가브리엘 호보백 라지 블랙 2017","http://res.faikerz.com/Files/TextWatch/204/2021/1101/c19e57a77c654e9eb1a2553332d62f9c.jpg","2","3"
" 가브리엘 백팩 스몰 27번대 “”","http://res.faikerz.com/Files/TextWatch/204/2021/1101/3e9c14738c7d4a9db6e1cbab036e07de.jpg","2","3"
" 가브리엘 호보백 스몰 블랙 2017","http://res.faikerz.com/Files/TextWatch/204/2021/1101/c63955eb4e934a3ca97859af6bbe7e34.jpg","2","3"
" 가브리엘 백팩 스몰 실버 2017","http://res.faikerz.com/Files/TextWatch/204/2021/1031/03128e03473049a7bfb94ffde16dd0c1.jpg","2","3"
" 가브리엘 호보백 미듐 화이트 2017","http://res.faikerz.com/Files/TextWatch/204/2021/1101/c3a73fda46af4dc58698909f9e426961.jpg","2","3"
" 라운드 체인 미니백 탬버린백 19백 화이트 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/532e2c8e7af740159e01cc2f42760272.jpg","2","7"
" 19백 라운드 미니백 동그리백 캐비어 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/b19ff509eb394b3e9feb70734bb40cd8.jpg","2","7"
" 목걸이 로고 체인 실버","http://res.faikerz.com/Files/TextWatch/204/2021/1031/550c3847e9f942568e73810e8e3d804f.jpg","4","NULL"
" COCO핸들 미듐 쉐브론 캐비어 연 아이 2019","http://res.faikerz.com/Files/TextWatch/204/2021/1101/818b46de851547839fc8852f5da9f10b.jpg","2","6"
" 크루즈 보이 사첼백 뉴보이백 금장 캐비어 2019","http://res.faikerz.com/Files/TextWatch/204/2021/1101/66070fc856244a5591b497a9525612e1.jpg","2","2"
" 클래식 미니 뉴미니 캐비어 레드","http://res.faikerz.com/Files/TextWatch/204/2021/1101/2e0fbec8973e46d7bdc1a0692d87c75c.jpg","2","5"
" 가브리엘 호보백 라지 네이비 블랙 2017","http://res.faikerz.com/Files/TextWatch/204/2021/1101/e89f5e3efca54cb299e39812d4306ec5.jpg","2","3"
" COCO핸들 스몰 쉐브론 캐비어 베이지 금장 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/5899915ffec84a6faaab2ecc36ecdbcb.jpg","2","6"
" 가브리엘 백팩 스몰 실버 2017","http://res.faikerz.com/Files/TextWatch/204/2021/1031/8dc71bf8e2774763b842796adb25de96.jpg","2","3"
" 19백 라운드 원형 미니백 동그리백 데님 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/e33ce04760284199b5cf22cf2fbaa967.jpg","2","7"
" 귀걸이 로고 메탈 진주 크리스탈 체인 골드 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/4c4f0d86257d4e55b59b7c47b44b5795.jpg","4","NULL"
" 목걸이 로고 크리스탈 체인 실버 골드","http://res.faikerz.com/Files/TextWatch/204/2021/1101/ad02ef0bccde4e5fbe0c51e51907ac88.jpg","4","NULL"
" 귀걸이 COCO 로고 크리스탈 메탈 체인 골드","http://res.faikerz.com/Files/TextWatch/204/2021/1101/348d4de2186d4a5da645489974cbf552.jpg","4","NULL"
" 목걸이 로고 크리스탈 체인 실버 골드","http://res.faikerz.com/Files/TextWatch/204/2021/1101/c81e5d60df39423f8042030781b93ada.jpg","4","NULL"
" 가브리엘 백팩 미듐 블랙","http://res.faikerz.com/Files/TextWatch/204/2021/1031/657dc42528d344228f10b690f179aee3.jpg","2","3"
" 진주 귀걸이 COCO 로고 메탈 체인 골드","http://res.faikerz.com/Files/TextWatch/204/2021/1101/d7b90ab5026946fd8350b9a524adf7b2.jpg","4","NULL"
" 귀걸이 COCO 로고 메탈 체인 골드 크리스탈 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/036107582fb74fd3a724370ea329a10b.jpg","4","NULL"
" 가브리엘 백팩 스몰 펄 베이지 2019","http://res.faikerz.com/Files/TextWatch/204/2021/1101/00dc2ac5e7694ecf9d537d690149391a.jpg","2","3"
" 라운드 체인 미니백 탬버린백 19백 베이지 2020","http://res.faikerz.com/Files/TextWatch/204/2021/1101/236364185fec4402a6e53e14058ed4c4.jpg","2","7"
" 귀걸이 로고 메탈 진주 골드","http://res.faikerz.com/Files/TextWatch/204/2021/1031/63835cb6f2f74bbfb3741448af85d37f.jpg","4","NULL"
" 빈티지 실버 체인 프리미에르 락 체인 시계","http://res.faikerz.com/Files/TextWatch/204/2021/1031/4784b52d491042ce810b86b4a324eb55.jpg","5","2"
" 가브리엘 백팩 스몰 골드 2017","http://res.faikerz.com/Files/TextWatch/204/2021/1031/d091d3c325a0482a9db7df5b514834e7.jpg","2","3"
" 트렌디 COCO 탑핸들 스몰 램스킨 옐로 2019","http://res.faikerz.com/Files/TextWatch/204/2021/1101/6ac364c9e7074b028991d3656489d107.jpg","2","8"
" 가브리엘 백팩 스몰 실버 2017","http://res.faikerz.com/Files/TextWatch/204/2021/1031/36c19992b6b347e6924726853b7cc492.jpg","2","3"
" 가브리엘 호보백 스몰 블랙 2018","http://res.faikerz.com/Files/TextWatch/204/2021/1101/72e441fe8ab842eeb703f7eb4c1eda4f.jpg","2","3"
" 가브리엘 호보백 미듐 블랙 2018","http://res.faikerz.com/Files/TextWatch/204/2021/1101/5e625b0061d34d74b07fe525874a01c1.jpg","2","3"
"샤넬 수지네 구제 샤넬 블랙 가디건 여자 XS","http://res.faikerz.com/Files/TextWatch/204/2021/1104/875b9c3a87504fab893467bf987cd7bd.jpg","1","NULL"
"샤넬 수지네 구제 샤넬 블랙 가디건 여자 XS 샤넬 ETC","http://res.faikerz.com/Files/TextWatch/204/2021/1104/138ef234468c48ddb180fb7d2145f605.jpg","1","NULL"
"꾸즈  꾸즈-탑이슈 고방샤넬가디건 TMA75S6","http://res.faikerz.com/Files/TextWatch/204/2021/1104/dc36c5d0c1d340b3a83da96af80d86b0.jpg","1","NULL"
"오조크 오조크  (FOPFCGK501P) 샤넬 브이 가디건","http://res.faikerz.com/Files/TextWatch/204/2021/1104/d9118e34b0b94e79ac3c5fabe2d8c897.jpg","1","NULL"
"트위 코코샤넬가디건(TJHBFCD011)","http://res.faikerz.com/Files/TextWatch/204/2021/1104/2c264056a4754b2ea61d519d727006a9.jpg","1","NULL"
"라넌샵  샤넬 수술 와플 니트 조끼 가디건  베스트","http://res.faikerz.com/Files/TextWatch/204/2021/1104/ab0ad05fa7ed43f79feac93c395976ee.jpg","1","NULL"
"BCBG NC13 니트샤넬 가디건 B0DBG291","http://res.faikerz.com/Files/TextWatch/204/2021/1104/ea088da823fa45728c0fa7230f74788e.jpg","1","NULL"
"더틸버리 샤넬 가디건 TL1M1CD01","http://res.faikerz.com/Files/TextWatch/204/2021/1104/1e586fdfb560448a8922e659ebb91f9a.jpg","1","NULL"
"여성 트위드 자켓 캐주얼 정장 가디건 샤넬 재킷 wtn4","http://res.faikerz.com/Files/TextWatch/204/2021/1113/307beba6811c4ea08f0a3f56246425af.jpg","1","NULL"
"여성 트위드 자켓 캐주얼 정장 가디건 샤넬 재킷 wtn1","http://res.faikerz.com/Files/TextWatch/204/2021/1108/c93a3b02e6824f14b2a3199b9d1600e6.jpg","1","NULL"
"[트위] 코코샤넬가디건(TJHBFCD011)  옐로우  FF","http://res.faikerz.com/Files/TextWatch/204/2021/1104/46f590c2a99c485ab66ff370101e85cd.jpg","1","NULL"
"샤넬가디건 단추 도톰 골드버튼 금장 정장 오피스 가디건  블랙(Black)  FREE","http://res.faikerz.com/Files/TextWatch/204/2021/1108/ad947e64d8724302985e1caadb9d4bc9.jpg","1","NULL"
"[AK백화점][오조크] (FOPFCGK501P) 샤넬 브이 가디건  상세 설명 참조  블랙(BKA)/FREE `1084971089`","http://res.faikerz.com/Files/TextWatch/204/2021/1104/b9a1371cfb1e43bc87391d6e51bf058f.jpg","1","NULL"
"여성 반팔 샤넬 쟈켓 핏 니트 가디건 YF0161  {컬러:화이트}  {사이즈:L}","http://res.faikerz.com/Files/TextWatch/204/2021/1106/346a6b17458e4dcf999a37ed89593fc5.jpg","1","NULL"
"[행복한백화점][세르지오(정장)]샤넬밍크 짚업 블루 가디건 scdvbmh4728a  105","http://res.faikerz.com/Files/TextWatch/204/2021/1104/3d3c6780f6ec4cc4ac630ef1f9303be1.jpg","1","NULL"
"틸버리 샤넬 가디건 TL1M1CD01  블랙FREE","http://res.faikerz.com/Files/TextWatch/204/2021/1104/6d0f623aadbb4315b88651e9235640b9.jpg","1","NULL"
"제뉴리스 꽈배기 샤넬가디건  아이보리","http://res.faikerz.com/Files/TextWatch/204/2021/1106/6a59fa0c3e1e4ac389dd51ad61ce9b60.jpg","1","NULL"
"H스타일DK뉴샤넬리버시블JK/가을/간절기/자켓/점퍼/가디건/사파리/코트/집업/아우터","http://res.faikerz.com/Files/TextWatch/204/2021/1113/8c8a2b07b05840bc8dbda11ef01cb134.jpg","1","NULL"
"포커스 W몰 4CUS 샤넬Y넥 가디건 FF0H7KC0034","http://res.faikerz.com/Files/TextWatch/204/2021/1104/f894e1ddeb7840e5934615ff527bd858.jpg","1","NULL"
"[신세계백화점]오조크 (신세계마산점)샤넬브이넥가디건 (FOPFCGK501P)","http://res.faikerz.com/Files/TextWatch/204/2021/1104/1c3552f24b49468fb3ea0a8931e6e0f2.jpg","1","NULL"
"[신세계백화점]오조크 (신세계의정부점)샤넬브이넥가디건 (FOPFCGK501P)","http://res.faikerz.com/Files/TextWatch/204/2021/1104/c1a9019b899248dd8a920507c64bbe8d.jpg","1","NULL"
"[AK플라자]오조크 (AK플라자)[오조크] (FOPFCGK501P) 샤넬 브이 가디건","http://res.faikerz.com/Files/TextWatch/204/2021/1104/60b1b278f1f1448eb7078347c72a9ff4.jpg","1","NULL"
"코코샤넬가디건(TJHBFCD011)","http://res.faikerz.com/Files/TextWatch/204/2021/1104/221a1ec1e1ff4755b8215d2fa8d93c6f.jpg","1","NULL"
"[에이렌] NC  샤넬 스티치 가디건 RJ3GA205_NC","http://res.faikerz.com/Files/TextWatch/204/2021/1104/4e481e2fa8ed40a1adc9d56b01adb6b1.jpg","1","NULL"
"포커스 [포커스] W몰 4CUS 샤넬 배색 가디건 FM1D7KC0456","http://res.faikerz.com/Files/TextWatch/204/2021/1104/6fa0d4e4e2644c9ab0ff9d7caec9df16.jpg","1","NULL"
"포커스 [포커스] W몰 4CUS 샤넬Y넥 가디건 FF0H7KC0034","http://res.faikerz.com/Files/TextWatch/204/2021/1104/8463fb0b77904f2e80c5b32ee3e90376.jpg","1","NULL"
"오조크 [오조크] NC  21FW 샤넬 브이 가디건 FOPFCGK501P_NC","http://res.faikerz.com/Files/TextWatch/204/2021/1104/0ad2a0cfc75b4ec1961cb62aeb7cd017.jpg","1","NULL"
"지스바이 여성 샤넬 니트 가디건 ZSKCK902_WH","http://res.faikerz.com/Files/TextWatch/204/2021/1104/11636eb9e8714e6c82f257905ea027e2.jpg","1","NULL"
"의류부자재  샤넬 고급 코트 정장 가디건 단추","http://res.faikerz.com/Files/TextWatch/204/2021/1104/3dfb5bc42ed14983917455af5ef4b64f.jpg","1","NULL"
"오조크 오조크 샤넬 브이 가디건 FOPFCGK501P-IV","http://res.faikerz.com/Files/TextWatch/204/2021/1104/c87d7e11d86d45d5b3784b76b0eb747e.jpg","1","NULL"
"오조크 오조크 샤넬 브이 가디건 FOPFCGK501P","http://res.faikerz.com/Files/TextWatch/204/2021/1104/23093902d47f4dd698a1d619280df00d.jpg","1","NULL"
"샤넬 수지네 구제 샤넬 블랙 가디건 여자 XS 샤넬 ETC","http://res.faikerz.com/Files/TextWatch/204/2021/1112/15c0ab79afee447093d50ee75cf4f215.jpg","1","NULL"
"샤넬 수지네 구제 샤넬 블랙 가디건 여자 XS 샤넬 ETC","http://res.faikerz.com/Files/TextWatch/204/2021/1104/11c0972230234b1ba8bdc66a4963fc98.jpg","1","NULL"
"[아이파크백화점]꾸즈  꾸즈-탑이슈 고방샤넬가디건 TMA75S6","http://res.faikerz.com/Files/TextWatch/204/2021/1104/870c6c7053554bcba1104202101a2d6e.jpg","1","NULL"
"오조크 [오조크] (FOPFCGK501P) 샤넬 브이 가디건","http://res.faikerz.com/Files/TextWatch/204/2021/1104/da6a7067a4f440eda4daaa347e836b41.jpg","1","NULL"
"[트위]코코샤넬가디건(TJHBFCD011)","http://res.faikerz.com/Files/TextWatch/204/2021/1104/b32112c3da2a488cbf34469ede812903.jpg","1","NULL"
"(백화점SAY)(트위)코코샤넬가디건(TJHBFCD011)","http://res.faikerz.com/Files/TextWatch/204/2021/1104/2dac8d14ad4e46a88b5daf829140a021.jpg","1","NULL"
"[라넌샵] 샤넬 수술 와플 니트 조끼 가디건  베스트","http://res.faikerz.com/Files/TextWatch/204/2021/1104/a4836290b40a4bd6bd183f7ecba3d374.jpg","1","NULL"
"BCBG NC13 니트샤넬 가디건 B0DBG291","http://res.faikerz.com/Files/TextWatch/204/2021/1104/007356e721704308b29e99cdf8d50d71.jpg","1","NULL"
"BCBGNC13니트샤넬가디건B0DBG291","http://res.faikerz.com/Files/TextWatch/204/2021/1104/f521c42dd5de448fa6cef143ccda31f7.jpg","1","NULL"
"더틸버리 샤넬 가디건 TL1M1CD01","http://res.faikerz.com/Files/TextWatch/204/2021/1104/de7acea2887a4099bd81c3eeec4124e9.jpg","1","NULL"
"110.러블리 샤넬원단 가방 가디건 소량","http://res.faikerz.com/Files/TextWatch/204/2021/1104/844eac011a1d484782788bee163bc294.jpg","2","NULL"
"매그놀리아 샤넬 메탈 가디건 4color (당일배송)","http://res.faikerz.com/Files/TextWatch/204/2021/1104/377b9e02809c40ce95f3536433f886cd.jpg","1","NULL"
"매그놀리아 샤넬 트위드 가디건 3color","http://res.faikerz.com/Files/TextWatch/204/2021/1104/a733b681933a464a814bfa2f7f4df707.jpg","1","NULL"
"남자 샤넬 카라 자켓","http://res.faikerz.com/Files/TextWatch/204/2021/1113/0438c02677eb455d9b446a2d5176298b.jpg","1","NULL"
"[달핏] 매그놀리아 샤넬메탈가디건 / 4color","http://res.faikerz.com/Files/TextWatch/204/2021/1104/354b2b25ffd4431a8bbcc8b77481d10a.jpg","1","NULL"
"[달핏] 매그놀리아 샤넬 트위드 가디건 / 3color","http://res.faikerz.com/Files/TextWatch/204/2021/1104/93fd64c003414950b736e733a1977537.jpg","1","NULL"
"강아지 소형견 중형견 대형견 애견 의류 가을 겨울 옷 아우터 니트 명품 샤넬 가디건","http://res.faikerz.com/Files/TextWatch/204/2021/1104/dea47792dfdb4b7cad45945eaca366e8.jpg","1","NULL"
"강아지 샤넬룩 트위드 자켓 명품 스타일 가디건 S-XL","http://res.faikerz.com/Files/TextWatch/204/2021/1113/ba5a5fe2cb254be9bc9808aa9f4c3149.jpg","NULL","NULL"
"C H A N E L J12 벨보이 화이트 세라믹밴드","http://res.faikerz.com/Files/TextWatch/204/2021/1106/22cd30e1e23b41f2a20cf8f643eaa49f.jpg","5","1"
"C H A N E L 목걸이 카드홀더","http://res.faikerz.com/Files/TextWatch/204/2021/1106/2e846423bb78493daf96f7dc6d237f1a.jpg","4","NULL"
"C H A N E L 보이 반지갑 캐비어 금장","http://res.faikerz.com/Files/TextWatch/204/2021/1106/cc02188310fe4d9c9c3a0c3660fe2579.jpg","4","NULL"
"C H A N E L 가브리엘 버킷백","http://res.faikerz.com/Files/TextWatch/204/2021/1106/9bcf202440144283b78deda525c81213.jpg","2","3"
"C H A N E L 클래식 체인 폰 홀더 램스킨","http://res.faikerz.com/Files/TextWatch/204/2021/1106/70c7796ae83e4ab589fc3f52e7c679bc.jpg","2","5"
"C H A N E L 보이 캐비어 카드지갑","http://res.faikerz.com/Files/TextWatch/204/2021/1106/50c91fbef9f04e8183d756e74311ae60.jpg","2","2"
"C H A N E L 클래식 캐비어 카드지갑","http://res.faikerz.com/Files/TextWatch/204/2021/1106/9f5a4499224043e7b83aeee10dbdc85a.jpg","2","5"
"C H A N E L 19 신상 CC 플랩백","http://res.faikerz.com/Files/TextWatch/204/2021/1106/3c8d68c3ef7c45caa829023a86ec470f.jpg","2","7"
"C H A N E L 가브리엘 백팩 스몰","http://res.faikerz.com/Files/TextWatch/204/2021/1106/5a6e144fb1bb4d02995ce6569be019a1.jpg","2","3"
"C H A N E L 가브리엘 클러치","http://res.faikerz.com/Files/TextWatch/204/2021/1106/813377f77a4b489ba760200f71b15577.jpg","2","3"
"C H A N E L 보이백 25 은장 램스킨 고급","http://res.faikerz.com/Files/TextWatch/204/2021/1106/04dc814809ae4447a9ecac0577a86b32.jpg","2","2"
"C H A N E L 보이백 25 은장 캐비어 고급","http://res.faikerz.com/Files/TextWatch/204/2021/1106/7299177efc5d475c874e8dd1f5653683.jpg","2","2"
"C H A N E L 클래식 25 램스킨 은장","http://res.faikerz.com/Files/TextWatch/204/2021/1106/7f1a9e2793464b0b91b0ac52a2c982aa.jpg","2","5"
"C H A N E L 클래식 25 캐비어 은장","http://res.faikerz.com/Files/TextWatch/204/2021/1106/f8fb5dc2bfc042988104bc8c354ea1aa.jpg","2","5"
"C H A N E L 19 미디움 플랩백 핑크","http://res.faikerz.com/Files/TextWatch/204/2021/1106/48e73802060e4976acffcc265466ce48.jpg","2","7"
"C H A N E L 클래식 캐비어 금장","http://res.faikerz.com/Files/TextWatch/204/2021/1106/4021a4b7b20b45cfb20f895d0aa75c0e.jpg","2","5"
"C H A N E L 쉐브론 체인 보이백 미디엄 램스킨","http://res.faikerz.com/Files/TextWatch/204/2021/1106/90c4fdcfe3e649598cfffc3bb7e1adab.jpg","2","2"
"C H A N E L 쉐브론 체인 보이백 미디엄 캐비어","http://res.faikerz.com/Files/TextWatch/204/2021/1106/77f102a952734e7288eeb6e5d1dabd19.jpg","2","2"
"C H A N E L 19 WOC 블랙","http://res.faikerz.com/Files/TextWatch/204/2021/1106/6fbc2c3e6eba4542b907faa7918b741a.jpg","2","7"
"C H A N E L 19 라지 플랩백 블랙,화이트","http://res.faikerz.com/Files/TextWatch/204/2021/1106/f5334387e21a4678a5d325de38dc3bb2.jpg","2","7"
"C H A N E L 가브리엘 백팩 스몰 화이트","http://res.faikerz.com/Files/TextWatch/204/2021/1106/abe8249b2a3b43da8378326a4d94e275.jpg","2","3"
"C H A N E L 이니셜 가브리엘 호보백","http://res.faikerz.com/Files/TextWatch/204/2021/1106/d3570f29e5a543edade0270cc2805c75.jpg","2","3"
"C H A N E L 클래식 케이스 미니 클러치","http://res.faikerz.com/Files/TextWatch/204/2021/1106/121bb7a0690c494284b30e57d9f9cf51.jpg","2","5"
"C H A N E L 클래식 뉴미니 램스킨","http://res.faikerz.com/Files/TextWatch/204/2021/1106/a2b48d39d3434c59b609158718d6acd6.jpg","2","5"
"C H A N E L 클래식 뉴미니 캐비어","http://res.faikerz.com/Files/TextWatch/204/2021/1106/0bc6680bd8b84f0f81a9b566ac7d585f.jpg","2","5"
"C H A N E L 2.55 빈티지 M 금장","http://res.faikerz.com/Files/TextWatch/204/2021/1106/74c17ca301a64aa0b2e1af76fcfa4424.jpg","2","1"
"C H A N E L 2.55 빈티지 M 은장","http://res.faikerz.com/Files/TextWatch/204/2021/1106/f423af9314cd44358013d67a871a3deb.jpg","2","1"
"C H A N E L 가브리엘 WOC","http://res.faikerz.com/Files/TextWatch/204/2021/1106/5150cd0970c543d7a3bb9d79ddb11536.jpg","2","3"
"C H A N E L 가브리엘 호보 숄더백 M 블랙","http://res.faikerz.com/Files/TextWatch/204/2021/1106/e0d6cec612174fda8d301061180b601d.jpg","2","3"
"C H A N E L 가브리엘 호보 숄더백 S 블랙","http://res.faikerz.com/Files/TextWatch/204/2021/1106/36650bdb7ec3473ca2dbd1f0b53aaf89.jpg","2","3"
"C H A N E L 보이 클러치 금장 M, L","http://res.faikerz.com/Files/TextWatch/204/2021/1106/8e099a86cd6748139a9469499a27d214.jpg","2","2"
"C H A N E L 보이 클러치 은장 M, L","http://res.faikerz.com/Files/TextWatch/204/2021/1106/d371cdbde6ae457b83f9a0cf5dd8c4f1.jpg","2","2"
"C H A N E L 19 woc 플랩백","http://res.faikerz.com/Files/TextWatch/204/2021/1106/363c5ba5754e44abaf62363c4e71eeda.jpg","2","7"
"C H A N E L 19 라운드 탬버린백","http://res.faikerz.com/Files/TextWatch/204/2021/1106/35dc4a0e9592444aa6508e9453c5f34c.jpg","2","7"
"C H A N E L 뉴 클래식 스몰 파우치 램스킨","http://res.faikerz.com/Files/TextWatch/204/2021/1106/0c5dab6534c84d64939a8fbfbf5249b1.jpg","2","5"
"C H A N E L 클래식 WOC 캐비어 금장","http://res.faikerz.com/Files/TextWatch/204/2021/1106/f85ab7502ac34e50a063e7592ff8a1c7.jpg","2","5"
"샤넬 보이 지퍼돌이 장지갑 캐비어 금장,은장","http://res.faikerz.com/Files/TextWatch/204/2021/1112/33324537cb45402dbd2ab905f22d64b4.jpg","2","2"
"샤넬 보이백  3컬러 /해외직배송 최상","http://res.faikerz.com/Files/TextWatch/204/2021/1112/0757d88dbdcd4ce2b951f80bb1f7a929.jpg","2","2"
"샤넬 보이백  3컬러 /해외직배송 최상","http://res.faikerz.com/Files/TextWatch/204/2021/1112/7fb7530d809343df875b9555b352caf9.jpg","2","2"
"샤넬 보이백 캐비어,램스킨 금장/ 해외직배송 최상","http://res.faikerz.com/Files/TextWatch/204/2021/1112/5ed2e788a5274cd8b267692fd6c92031.jpg","2","2"
"샤넬 빈티지 보이백 그레이 금장,은장/ 해외직배송 최상","http://res.faikerz.com/Files/TextWatch/204/2021/1112/3f0fa70042be44a48650bc99e847b18e.jpg","2","2"
"샤넬 빈티지 보이백 금장,은장/ 해외직배송 최상","http://res.faikerz.com/Files/TextWatch/204/2021/1112/d533429b72b045d0b3d106193b4e756f.jpg","2","2"
"샤넬 캐비어 보이반지갑,샤넬중지갑,샤넬장지갑","http://res.faikerz.com/Files/TextWatch/204/2021/1112/261f3059b5ef46eea21c4d28550b5f5f.jpg","2","2"
"샤넬 파이톤 보이백 금장,은장 해외직배송 최상급","http://res.faikerz.com/Files/TextWatch/204/2021/1112/42b92da947174b1bb3477a74d70e3346.jpg","2","2"
